0.770437	240.082413	-59.480175
-7.062784	271.7948	-138.942596
-6.855246000000001	266.86261	-149.422455
-9.478773	269.995544	-170.858719
-9.191065	254.529709	-201.739059
-9.066137	252.38327	-204.806625
-8.110807000000001	249.54817200000002	-214.944885
-8.802247999999999	241.537125	-228.31629900000001
-8.163575999999999	238.50460800000002	-234.777802
-9.026972	237.36454799999998	-246.42506400000002
-8.27952	233.12828100000002	-253.21559100000002
4.373958999999999	254.458527	-190.90159599999998
-20.768686	251.168884	-190.193344
17.509071	267.712585	-142.294434
-30.791643	263.336975	-136.045227
27.645538000000002	254.409042	-175.613312
-38.828659	247.64628599999998	-170.119186
4.733973000000001	260.97573900000003	-153.556351
-17.721125	256.858917	-154.18138100000002
42.08144	253.351273	-163.375656
-52.162254	242.68807999999999	-155.426773
41.373344	255.997879	-153.80908200000002
-51.22377	246.662796	-145.827499
39.793147999999995	263.041168	-133.817444
-48.852996999999995	254.51335099999997	-127.98085800000001
45.968452	258.834412	-147.074036
-55.366913000000004	246.81652799999998	-141.217148
63.132736	183.496048	-158.459702
-60.315132	169.419098	-151.235657
46.996407	242.28448500000002	-190.575638
-55.879256999999996	233.75518799999998	-185.478271
59.889778	217.94300800000002	-173.71011399999998
-67.43875899999999	202.036484	-165.62486299999998
74.203049	193.345276	-118.63040900000001
-70.358086	173.643066	-112.530281
43.810905	172.30226100000002	-217.594818
-49.014015	165.732269	-213.68789700000002
3.721832	137.182404	-170.814896
1.520937	170.241074	-173.00018300000002
2.387482	205.17038	-153.00028999999998
2.214455	114.236328	-85.22449499999999
